CUSTID,AGE,AGEGRP1,AGEGRP2,AGEGRP3,AGEGRP4,AGEGRP5,AGEGRP6,SEX,EDUC,INCOME,INCGRP1,INCGRP2,INCGRP3,INCGRP4,INCGRP5,INCGRP6,KIDHOME,TEENHOME,GOURMAGS,WINEMAGS,STYLMAGS,HOUSMAGS,SPRTMAGS,TRAVMAGS,CULTMAGS,COMPMAGS,FIRSTPUR,LASTPUR,NPURCH,TBOTTLES,TOTCAT,TOTCREV,TOTCCOST,TOTCPROF,REV1STYR,REVLSTYR,COSTLAST,LTV,PROBSTAY,AVGPURCH,AVGDISC,AVGQUAL,PCTWEB,PERCDR,PERCSR,PERCDW,PERCSW,PERCDE,PERCEX,TOTLCOMP,DATELATE,TOTWCOMP,DATEWRNG,TOTPCOMM,DATELIKE,WINELOVR,WINEKNOW,COMPKNOW,KNOWALTW,STATUS,PARTIES,TRAVEL,CULTURAL,SATISWWW,TRUSTWWW,VALUEWWW,LOYALWWW,FACEBOOK,WINETAST
20017,60,0,0,0,0,1,0,1,18,119034,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,195,195,1,2,3,22.62,24.1,-1.48,22.62,22.62,21.1,4.26,70,22.62,0,80,0,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20018,40,0,0,1,0,0,0,1,18,33551,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,821,73,3,3,10,72.22,76.77,-4.55,35.38,36.84,39.47,-13.23,90,24.07,0,86,0,100,0,0,0,0,0,0,.,0,.,0,.,3,3,2,3,2,6,4,5,5,5,4,3,0,0
20019,63,0,0,0,0,1,0,0,20,94538,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1318,32,33,50,15,980.27,1071.05,-90.78,49.99,322.22,376.42,-272.69,90,29.71,20,92,55,46,32,2,14,6,20,0,.,1,46,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20020,36,0,0,1,0,0,0,0,17,48945,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,214,214,1,1,3,11.57,15.26,-3.69,11.57,11.57,12.26,-1.94,70,11.57,0,73,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20021,36,0,0,1,0,0,0,1,15,114953,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,528,528,1,1,6,18.27,23.62,-5.35,18.27,0,6,-16.83,70,18.27,0,79,0,0,0,0,0,100,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20022,58,0,0,0,0,1,0,1,12,156268,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,967,7,13,32,11,661.34,576.29,85.05,118.64,522.4,428.9,470.4,90,50.87,0,87,8,72,6,9,13,0,6,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20023,68,0,0,0,0,0,1,0,15,130279,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,207,66,3,3,3,80.27,94.53,-14.26,80.27,80.27,85.53,-14.76,70,26.76,22,97,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
20024,51,0,0,0,1,0,0,0,20,102943,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,444,444,1,1,5,4.17,17.18,-13.01,4.17,0,5,-14.02,70,4.17,72,74,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20025,41,0,0,1,0,0,0,0,18,59130,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,104,104,1,1,2,6.44,22.87,-16.43,6.44,6.44,22.62,-45.38,70,6.44,75,78,100,100,0,0,0,0,0,0,.,0,.,0,.,4,2,4,2,2,2,2,4,5,4,4,6,0,0
20026,54,0,0,0,1,0,0,0,13,117483,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,276,276,1,1,4,12.26,18.02,-5.76,12.26,12.26,15.02,-7.75,70,12.26,11,91,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20027,59,0,0,0,0,1,0,0,20,146253,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,394,284,2,4,5,112.59,133.01,-20.42,112.59,61.68,54.34,26.9,80,56.3,23,100,50,50,50,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20028,28,0,1,0,0,0,0,1,16,29251,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,377,377,1,1,5,4.17,17.18,-13.01,4.17,0,5,-14.02,70,4.17,72,74,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20029,40,0,0,1,0,0,0,1,16,48105,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1287,646,2,2,15,9.91,51.18,-41.27,4.43,0,15,-42.07,70,4.95,74,85,0,50,50,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20030,69,0,0,0,0,0,1,1,15,79420,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1049,82,9,14,12,489,420.6,68.4,140.8,230.15,203.03,136.46,90,54.33,1,97,67,50,14,7,14,14,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20031,62,0,0,0,0,1,0,0,18,143352,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,521,521,1,3,6,46.98,43.84,3.14,46.98,0,6,-16.83,70,46.98,0,79,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20032,60,0,0,0,0,1,0,0,18,152477,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,807,0,27,64,9,1979.2,1671.04,308.16,512.81,1403.81,1168.23,1185.18,90,73.3,1,97,52,47,38,0,13,3,11,1,137,0,.,0,.,5,4,3,3,3,4,4,6,5,3,4,2,0,0
20033,76,0,0,0,0,0,1,1,19,151476,0,0,0,0,0,1,0,0,1,2,1,1,0,1,0,0,392,2,2,6,5,200.79,166.12,34.67,116.19,84.6,72.68,43.69,80,100.4,0,100,100,0,0,100,0,0,0,0,.,0,.,0,.,6,6,2,5,5,5,5,5,5,6,4,1,0,1
20034,73,0,0,0,0,0,1,1,15,121369,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,552,99,7,10,7,80.82,222.86,-142.04,76.39,35.98,91.77,-204.5,80,11.55,68,89,0,40,60,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20035,60,0,0,0,0,1,0,0,15,93079,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1152,3,18,30,13,800.74,737.6,63.14,82.44,632.05,559.64,364.3,90,44.49,3,94,22,43,17,7,23,10,0,0,.,1,28,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20036,31,0,1,0,0,0,0,0,18,37192,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1291,769,3,3,15,28.21,72.75,-44.54,11.94,0,15,-42.07,70,9.4,63,85,100,33,0,0,33,33,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
20037,42,0,0,1,0,0,0,1,15,51898,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,583,343,2,2,7,41.67,67.12,-25.45,41.67,12.22,37.56,-92.86,80,20.84,34,94,0,50,0,50,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20038,62,0,0,0,0,1,0,1,15,143545,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1109,28,23,48,13,1459.88,1214.2,245.68,88.12,475.6,393.5,413.04,90,63.47,0,96,57,67,13,17,0,4,8,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20039,26,0,1,0,0,0,0,0,15,45754,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1268,401,3,3,14,28.63,71.81,-43.18,11.07,0,14,-39.27,70,9.54,43,76,0,67,0,0,33,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20040,42,0,0,1,0,0,0,1,14,86986,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,619,619,1,2,7,12.89,48.49,-35.61,12.89,0,7,-19.63,70,12.89,75,78,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20041,34,0,1,0,0,0,0,0,14,35542,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1016,54,2,2,12,76.78,73.92,2.86,34.19,42.59,46.07,-17.51,90,38.39,0,100,100,50,50,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20042,71,0,0,0,0,0,1,1,15,78846,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,413,3,4,5,5,140.19,147.47,-7.28,117.27,127.86,107.29,75.4,80,35.05,13,99,0,60,0,0,20,20,0,0,.,0,.,0,.,5,5,1,6,3,4,2,4,6,6,6,6,1,0
20043,40,0,0,1,0,0,0,1,16,61084,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,437,437,1,1,5,14.54,16.88,-2.34,14.54,0,5,-14.02,70,14.54,0,76,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20044,36,0,0,1,0,0,0,0,18,99216,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1066,45,13,17,12,581.19,496.7,84.49,124.1,419.43,347.53,361.73,90,44.71,0,100,54,41,53,0,0,6,12,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20045,50,0,0,0,1,0,0,0,19,86789,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,193,193,1,1,3,11.07,12.11,-1.04,11.07,11.07,11.86,-2.22,70,11.07,0,73,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20046,63,0,0,0,0,1,0,1,20,133781,0,0,0,0,0,1,0,0,1,1,2,1,0,2,1,1,36,36,1,2,1,20.36,17.53,2.83,20.36,20.36,17.28,8.64,70,20.36,0,87,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
20047,59,0,0,0,0,1,0,1,18,103571,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,925,31,22,36,11,388.71,806.8,-418.09,15.31,327.67,629.47,-1518.32,90,17.67,62,85,86,67,11,0,14,8,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20048,58,0,0,0,0,1,0,1,18,123110,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,344,12,12,18,4,262.65,518.48,-255.83,262.65,262.65,512.73,-701.44,70,21.89,58,94,92,28,61,0,0,11,0,1,344,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20049,60,0,0,0,0,1,0,1,18,184582,0,0,0,0,0,1,0,0,2,2,1,1,0,1,1,1,78,78,1,3,1,138.36,111.95,26.41,138.36,138.36,111.7,74.78,70,138.36,0,100,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
20050,65,0,0,0,0,0,1,1,16,148265,0,0,0,0,0,1,0,0,1,1,2,1,0,1,1,0,271,40,2,4,3,129.34,112.46,16.88,129.34,129.34,106.46,64.18,70,64.67,0,100,0,0,50,0,0,50,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20051,61,0,0,0,0,1,0,1,19,107498,0,0,0,0,1,0,0,0,1,2,1,1,0,2,2,0,940,13,16,25,11,794.65,667.23,127.42,228.09,450.7,371.56,398.15,90,49.67,0,97,63,40,24,8,16,12,4,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20052,73,0,0,0,0,0,1,1,14,128478,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,951,11,14,22,11,382.16,709.84,-327.68,54.5,262,470.04,-1046.66,90,27.3,55,96,0,68,32,0,0,0,0,0,.,0,.,1,276,6,6,1,6,5,4,5,4,4,4,5,3,0,0
20053,51,0,0,0,1,0,0,1,13,131683,0,0,0,0,0,1,0,1,1,1,2,1,0,1,0,0,424,14,16,33,5,1372.79,1145.74,227.05,1133.63,1196.19,961.96,858.53,80,85.8,0,100,13,76,18,6,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20054,73,0,0,0,0,0,1,1,15,142913,0,0,0,0,0,1,0,0,1,0,2,1,0,2,0,0,434,434,1,2,5,20.36,24.28,-3.92,20.36,0,5,-14.02,70,20.36,0,87,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20055,58,0,0,0,0,1,0,0,15,78078,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,58,58,1,1,1,17,14.85,2.15,17,17,14.6,6.73,70,17,0,81,100,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20056,36,0,0,1,0,0,0,1,20,68660,0,0,1,0,0,0,1,0,1,1,0,0,0,1,2,1,826,42,12,12,10,420.82,421.85,-1.03,130.4,214.96,230.74,-79.37,90,35.07,12,100,100,50,42,8,0,0,0,1,42,0,.,0,.,5,4,4,6,5,2,3,6,5,5,6,3,0,0
20057,66,0,0,0,0,0,1,1,19,87990,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,1325,86,8,15,15,329.81,300.11,29.7,143.12,85.77,83.62,10.82,90,41.23,0,89,13,47,13,27,0,13,27,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
20058,56,0,0,0,0,1,0,1,20,125613,0,0,0,0,0,1,0,0,1,1,1,0,0,2,1,0,400,160,2,4,5,129.32,139.69,-10.37,129.32,108.96,120.16,-41.05,80,64.66,0,94,50,100,0,0,0,0,0,1,160,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20059,55,0,0,0,0,1,0,0,19,92715,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,349,349,1,1,4,30.85,28.93,1.92,30.85,30.85,28.68,6.09,70,30.85,0,94,100,0,100,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20060,48,0,0,0,1,0,0,0,12,129203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349,207,2,3,4,44.76,43.05,1.71,44.76,44.76,39.8,13.91,70,22.38,0,76,50,67,33,0,0,0,0,0,.,0,.,0,.,5,3,2,4,4,4,3,2,6,6,5,5,0,0
20061,52,0,0,0,1,0,0,0,13,100664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,702,53,3,5,8,122.25,114.8,7.45,80.7,41.55,41.24,1.14,80,40.75,0,90,0,60,0,0,0,40,40,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20062,64,0,0,0,0,1,0,0,14,183537,0,0,0,0,0,1,0,0,1,1,1,0,0,2,1,0,111,111,1,4,2,153.16,127.52,25.64,153.16,153.16,124.52,80.33,70,153.16,0,100,0,0,0,100,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20063,25,0,1,0,0,0,0,0,13,31711,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1276,1276,1,1,15,6.44,38.62,-32.18,6.44,0,15,-42.07,70,6.44,75,78,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20064,37,0,0,1,0,0,0,1,14,26580,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,310,310,1,1,4,19.11,36.98,-17.87,19.11,19.11,33.98,-41.7,70,19.11,49,100,0,0,100,0,0,0,0,0,.,0,.,0,.,6,5,3,2,4,3,4,3,6,6,6,6,1,0
20065,58,0,0,0,0,1,0,1,18,157346,0,0,0,0,0,1,0,0,2,1,1,1,0,2,2,0,486,28,3,6,6,178.34,154.93,23.41,61.14,117.2,99.76,63.92,80,59.45,0,100,33,67,33,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
20066,52,0,0,0,1,0,0,0,16,110763,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,830,66,8,13,10,149.82,244.78,-94.96,54.8,51.2,87.6,-183.11,90,18.73,44,86,100,69,0,0,31,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0
20067,32,0,1,0,0,0,0,0,20,50069,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,1,724,125,4,4,8,160.84,137.67,23.17,84.79,76.05,68.84,26.43,80,40.21,0,99,100,50,50,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20068,36,0,0,1,0,0,0,0,15,58217,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,637,522,2,3,8,96.71,88.62,8.09,96.71,0,8,-22.44,70,48.36,0,99,50,0,100,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20069,62,0,0,0,0,1,0,1,20,77146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,671,31,5,6,8,41.61,107.17,-65.56,21.38,20.23,60.12,-146.23,80,8.32,64,79,80,33,33,0,33,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20070,53,0,0,0,1,0,0,0,15,99382,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,13,13,1,1,1,50.21,44.17,6.04,50.21,50.21,41.17,25.36,70,50.21,0,100,0,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
20071,69,0,0,0,0,0,1,1,17,162410,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,440,21,20,56,5,2278.79,1844.01,434.78,1795.05,1913.81,1536.05,1384.61,80,113.94,0,100,80,55,30,4,5,5,16,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20072,38,0,0,1,0,0,0,0,19,72935,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1448,390,2,2,16,8.35,43.11,-34.76,4.17,0,16,-44.88,70,4.17,72,74,50,0,0,0,100,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20073,63,0,0,0,0,1,0,1,16,144813,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,832,31,34,77,10,2086.55,1693.25,393.3,342.43,963.2,780.55,918.91,90,61.37,0,92,94,40,30,8,17,5,19,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20074,63,0,0,0,0,1,0,1,18,175737,0,0,0,0,0,1,0,0,2,2,2,1,0,2,1,0,1294,24,35,99,15,2534.31,2104.05,430.26,159.48,703.75,578.04,632.44,90,72.41,0,88,74,62,9,9,17,3,8,0,.,1,678,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
20075,37,0,0,1,0,0,0,1,15,123847,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,819,436,2,3,10,109.8,98.34,11.46,35.22,0,10,-28.05,70,54.9,0,100,100,100,0,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20076,47,0,0,0,1,0,0,1,18,81795,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,363,106,2,3,4,96.78,86.31,10.47,96.78,96.78,83.06,38.47,70,48.39,4,98,50,67,33,0,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20077,59,0,0,0,0,1,0,1,15,139783,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1115,18,48,112,13,4108.7,3443.95,664.75,366.12,1687.23,1362.81,1632.15,90,85.6,0,100,0,37,39,13,2,10,21,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20078,55,0,0,0,0,1,0,0,12,93484,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,23,23,1,2,1,61.54,50.49,11.05,61.54,61.54,50.24,31.7,70,61.54,0,100,100,0,0,0,0,100,100,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20079,42,0,0,1,0,0,0,1,19,69736,0,0,1,0,0,0,0,0,2,2,1,1,0,1,1,0,1069,126,30,38,12,1345.17,1127.93,217.24,301.81,630.37,520.07,554.91,90,44.84,1,100,70,32,39,21,5,3,21,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20080,28,0,1,0,0,0,0,1,14,58451,0,0,1,0,0,0,1,0,1,2,0,1,1,1,0,0,1425,86,19,19,16,634.95,575.48,59.47,125.34,267.56,230.07,188.61,90,33.42,0,99,11,53,26,11,0,11,5,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20081,44,0,0,1,0,0,0,0,15,104800,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,505,240,2,2,6,26.49,30.45,-3.96,26.49,15.42,18.34,-10.7,80,13.25,0,79,50,50,0,0,50,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
20082,43,0,0,1,0,0,0,0,20,70162,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,1,390,390,1,2,5,28.94,28.41,0.53,28.94,0,5,-14.02,70,28.94,0,80,100,0,0,100,0,0,0,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0
